date,rental
2021-01-01,29881.317617187502
2021-01-02,27016.631875
2021-01-03,26642.1340625
2021-01-04,29947.8920703125
2021-01-05,28392.590390625002
2021-01-06,19689.354921874998
2021-01-07,26636.696875
2021-01-08,28139.303203125
2021-01-09,26104.6838671875
2021-01-10,26789.6199609375
2021-01-11,28754.165546875
2021-01-12,23473.1679296875
2021-01-13,49912.199687500004
2021-01-14,50459.304453125005
2021-01-15,50624.76046875
2021-01-16,29199.5876953125
2021-01-17,26734.9336328125
2021-01-18,26198.9366015625
2021-01-19,29315.5846484375
2021-01-20,44278.673515625
2021-01-21,40870.7417578125
2021-01-22,49961.738515624995
2021-01-23,54200.227578125
2021-01-24,58198.645390624995
2021-01-25,58797.38765625
2021-01-26,50912.239453125
2021-01-27,50741.548671875
2021-01-28,19968.441328125
2021-01-29,28782.9271484375
2021-01-30,37954.67515625
2021-01-31,45260.986015625
2021-02-01,51210.7396875
2021-02-02,26914.926953125
2021-02-03,23611.6570703125
2021-02-04,29188.5621484375
2021-02-05,52502.786953125
2021-02-06,47882.763671875
2021-02-07,44461.591015625
2021-02-08,28268.2299609375
2021-02-09,45875.574296875
2021-02-10,54126.151249999995
2021-02-11,59445.760546875
2021-02-12,61943.876718750005
2021-02-13,64837.077109375
2021-02-14,57335.6971875
2021-02-15,43347.798593750005
2021-02-16,26877.490468750002
2021-02-17,27913.095
2021-02-18,28746.60421875
2021-02-19,45449.585390625
2021-02-20,66877.7346875
2021-02-21,71338.251875
2021-02-22,57394.724453125
2021-02-23,50229.50375
2021-02-24,53597.2559375
2021-02-25,54924.881953125005
2021-02-26,66306.4090625
2021-02-27,72339.38421875
2021-02-28,52269.045703125
2021-03-01,36951.3980078125
2021-03-02,56642.63125
2021-03-03,61619.929296875
2021-03-04,61063.738750000004
2021-03-05,70963.47359375001
2021-03-06,57448.702890625005
2021-03-07,60591.41875
2021-03-08,66777.5540625
2021-03-09,64744.23796875
2021-03-10,69689.3725
2021-03-11,69181.32796875
2021-03-12,64312.754296875
2021-03-13,62612.64453125
2021-03-14,62316.094218750004
2021-03-15,55915.856796875
2021-03-16,63585.985234374995
2021-03-17,71635.12921875
2021-03-18,71329.699375
2021-03-19,80461.17796875001
2021-03-20,40083.748828125
2021-03-21,46583.587109375
2021-03-22,64641.38578125
2021-03-23,69561.028125
2021-03-24,68461.08078125
2021-03-25,74371.23125
2021-03-26,69495.20531250001
2021-03-27,35799.707265624995
2021-03-28,26587.649296875003
2021-03-29,59050.364296875
2021-03-30,73986.37140625
2021-03-31,81534.8503125
2021-04-01,84286.72390625
2021-04-02,78681.7609375
2021-04-03,20753.340273437498
2021-04-04,62240.882109375
2021-04-05,75950.97875000001
2021-04-06,84257.80890625
2021-04-07,83400.82796875
2021-04-08,79722.358125
2021-04-09,83285.999375
2021-04-10,79020.718125
2021-04-11,85326.3071875
2021-04-12,31623.558046874998
2021-04-13,45658.574765625
2021-04-14,70756.66078125
2021-04-15,78043.8746875
2021-04-16,60061.16890625
2021-04-17,61055.569765625
2021-04-18,71480.548125
2021-04-19,78478.30687500001
2021-04-20,86297.3765625
2021-04-21,86753.43046875
2021-04-22,82430.890625
2021-04-23,77713.7971875
2021-04-24,80696.0059375
2021-04-25,89715.8128125
2021-04-26,87287.13125
2021-04-27,66919.647890625
2021-04-28,57205.842578125
2021-04-29,62303.7696875
2021-04-30,36491.997812500005
2021-05-01,39595.74140625
2021-05-02,79715.171875
2021-05-03,91326.06937499999
2021-05-04,27133.304453124998
2021-05-05,85452.52625
2021-05-06,90642.69140625
2021-05-07,59051.660078125
2021-05-08,89937.40796874999
2021-05-09,89802.31937499999
2021-05-10,73083.21578125001
2021-05-11,95906.500625
2021-05-12,97761.77625
2021-05-13,100532.52046875001
2021-05-14,100482.2046875
2021-05-15,50671.609843750004
2021-05-16,14690.38384765625
2021-05-17,46080.984765625
2021-05-18,95836.8996875
2021-05-19,95496.63890625001
2021-05-20,81137.2528125
2021-05-21,52332.377734375
2021-05-22,96021.48640625
2021-05-23,96344.66187499999
2021-05-24,99565.16203125
2021-05-25,61839.453515625
2021-05-26,94030.14328125
2021-05-27,50829.174296875004
2021-05-28,56939.00203125
2021-05-29,81979.26328125
2021-05-30,67687.354375
2021-05-31,70168.51328125
2021-06-01,70512.46921874999
2021-06-02,105537.029375
2021-06-03,43184.426250000004
2021-06-04,101075.14453125
2021-06-05,103407.6225
2021-06-06,103038.53546875
2021-06-07,103025.54328125
2021-06-08,106751.78265625
2021-06-09,101757.1871875
2021-06-10,64610.99453125
2021-06-11,68978.015
2021-06-12,102938.0496875
2021-06-13,99616.829375
2021-06-14,104382.1653125
2021-06-15,81315.44125
2021-06-16,107821.20015625001
2021-06-17,103073.29484375
2021-06-18,38094.982265625
2021-06-19,104139.24437500001
2021-06-20,101362.88109375001
2021-06-21,106072.2771875
2021-06-22,105878.64171875
2021-06-23,67799.025
2021-06-24,106198.82671875
2021-06-25,105585.4190625
2021-06-26,70577.330625
2021-06-27,67323.926875
2021-06-28,99072.70984375
2021-06-29,69377.7303125
2021-06-30,76161.73078125
2021-07-01,103366.69703124999
2021-07-02,94551.05171875001
2021-07-03,59438.490468749995
2021-07-04,16986.223027343753
2021-07-05,94235.5546875
2021-07-06,103335.92828125
2021-07-07,54252.3134375
2021-07-08,70298.92953125
2021-07-09,89909.72625
2021-07-10,79027.166875
2021-07-11,66836.60015625
2021-07-12,94635.13484375
2021-07-13,85905.2109375
2021-07-14,86925.929375
2021-07-15,88723.34140625
2021-07-16,92086.59031249999
2021-07-17,85392.12484375
2021-07-18,81132.685
2021-07-19,46461.120390625
2021-07-20,91748.313125
2021-07-21,74557.30578125
2021-07-22,74597.370234375
2021-07-23,70013.17945312499
2021-07-24,67126.44265625
2021-07-25,65691.84617187499
2021-07-26,68339.641015625
2021-07-27,71194.35500000001
2021-07-28,71165.677109375
2021-07-29,83821.45140625001
2021-07-30,74419.200859375
2021-07-31,62329.35625
2021-08-01,39069.724843749995
2021-08-02,71951.53859375001
2021-08-03,84610.04296875
2021-08-04,85517.65359375
2021-08-05,83819.2984375
2021-08-06,82264.9840625
2021-08-07,88815.915625
2021-08-08,49267.20671875
2021-08-09,93118.28890625
2021-08-10,90791.16328125
2021-08-11,89440.825625
2021-08-12,91709.02234375
2021-08-13,93875.97
2021-08-14,88210.19968749999
2021-08-15,96390.37921875
2021-08-16,97045.65515625
2021-08-17,59168.8828125
2021-08-18,78554.2034375
2021-08-19,99305.9559375
2021-08-20,98689.90843750001
2021-08-21,44479.788203125005
2021-08-22,87237.82718749999
2021-08-23,39861.96421875
2021-08-24,24163.32890625
2021-08-25,82393.1646875
2021-08-26,74134.81234375
2021-08-27,76505.34828125
2021-08-28,92286.823125
2021-08-29,77996.59078125001
2021-08-30,98226.65234375
2021-08-31,22869.26875
2021-09-01,78356.34734375
2021-09-02,103073.61031250001
2021-09-03,105047.08812500001
2021-09-04,114012.8015625
2021-09-05,109219.23328125
2021-09-06,70371.29609375
2021-09-07,17304.6112109375
2021-09-08,87500.02421875
2021-09-09,101337.79250000001
2021-09-10,102767.54000000001
